JobTicketReference,JobTicketLineReference,WorksOrderReference,AppointmentReference,PropertiesSK,EmployeesSK,PatchCode,JobSORCode,NoAccess,FollowOn,FollowOnDescription,FirstTimeFix,SecondTimeFix,AccessedVisitNumber,ActualStartDate,ActualEndDate,ActualDurationMins,JobInvoicedCost,VisitOutcome
JT11001220,JT11001220-1,WO701068,AP9001220,5016,1004,CSP1,PCPLUMB,N,N,,Y,Y,2,2026-04-15T12:17:00,2026-04-15T12:55:00,38,147.07,Completed
JT11001221,JT11001221-1,WO701069,AP9001221,5001,1003,CSP1,PCTILE,N,N,,Y,N,1,2026-04-13T11:56:00,2026-04-13T12:54:00,58,178.86,Completed
JT11001222,JT11001222-1,WO701070,AP9001222,5088,1003,CSP1,PCVINYL,N,N,,Y,N,1,2026-04-13T08:04:00,2026-04-13T09:08:00,64,226.23,Completed
JT11001223,JT11001223-1,WO701071,AP9001223,5037,1004,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-13T12:16:00,2026-04-13T14:12:00,116,227.53,Completed
JT11001224,JT11001224-1,WO701072,AP9001224,5078,1004,CSP1,PCPLAST,N,Y,Asbestos found,N,N,1,2026-04-13T07:55:00,2026-04-13T09:10:00,75,117.21,Completed
JT11001225,JT11001225-1,WO701072,AP9001225,5078,1004,CSP1,PCPLAST,N,N,,Y,Y,2,2026-04-15T07:50:00,2026-04-15T08:36:00,46,117.21,Completed
JT11001226,JT11001226-1,WO701073,AP9001226,5088,1002,CSP1,PCBRICK,N,N,,Y,N,1,2026-04-13T07:51:00,2026-04-13T08:17:00,26,387.15,Completed
JT11001227,JT11001227-1,WO701074,AP9001227,5034,1001,CSP1,PCCARP,N,N,,Y,N,1,2026-04-13T12:14:00,2026-04-13T13:38:00,84,162.03,Completed
JT11001228,JT11001228-1,WO701075,AP9001228,5058,1001,CSP1,PCELEC,Y,N,,N,N,1,2026-04-13T11:58:00,2026-04-13T12:54:00,56,125.25,No Access
JT11001229,JT11001229-1,WO701075,AP9001229,5058,1001,CSP1,PCELEC,N,N,,Y,Y,2,2026-04-15T08:08:00,2026-04-15T09:51:00,103,125.25,Completed
JT11001230,JT11001230-1,WO701076,AP9001230,5017,1002,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-13T12:20:00,2026-04-13T13:17:00,57,225.49,Completed
JT11001231,JT11001231-1,WO701077,AP9001231,5082,1002,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-13T07:50:00,2026-04-13T09:23:00,93,322.62,Completed
JT11001232,JT11001232-1,WO701078,AP9001232,5064,1002,CSP1,PCGROUND,N,N,,Y,N,1,2026-04-13T12:18:00,2026-04-13T13:28:00,70,372.37,Completed
JT11001233,JT11001233-1,WO701079,AP9001233,5189,1008,CSP2,PCTILE,N,N,,Y,N,1,2026-04-13T12:17:00,2026-04-13T13:44:00,87,213.76,Completed
JT11001234,JT11001234-1,WO701080,AP9001234,5161,1007,CSP2,PCPLAST,N,Y,Previously done,N,N,1,2026-04-13T11:59:00,2026-04-13T13:11:00,72,126.86,Completed
JT11001235,JT11001235-1,WO701080,AP9001235,5161,1007,CSP2,PCPLAST,N,N,,Y,Y,2,2026-04-15T08:11:00,2026-04-15T09:40:00,89,126.86,Completed
JT11001236,JT11001236-1,WO701081,AP9001236,5118,1008,CSP2,PCBRICK,N,N,,Y,N,1,2026-04-13T08:15:00,2026-04-13T09:19:00,64,297.58,Completed
JT11001237,JT11001237-1,WO701083,AP9001237,5155,1007,CSP2,PCFENCE,N,N,,Y,N,1,2026-04-13T07:56:00,2026-04-13T09:25:00,89,322.95,Completed
JT11001238,JT11001238-1,WO701084,AP9001238,5104,1007,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-13T08:03:00,2026-04-13T09:03:00,60,205.32,Completed
JT11001239,JT11001239-1,WO701085,AP9001239,5198,1006,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-13T12:08:00,2026-04-13T13:22:00,74,171.20,Completed
JT11001240,JT11001240-1,WO701086,AP9001240,5144,1006,CSP2,PCELEC,N,N,,Y,N,1,2026-04-13T08:16:00,2026-04-13T08:59:00,43,270.59,Completed
JT11001241,JT11001241-1,WO701087,AP9001241,5178,1008,CSP2,PCPLAST,N,Y,Follow on weather conditions,N,N,1,2026-04-13T11:52:00,2026-04-13T13:13:00,81,66.73,Completed
JT11001242,JT11001242-1,WO701087,AP9001242,5178,1008,CSP2,PCPLAST,N,N,,Y,Y,2,2026-04-15T12:14:00,2026-04-15T13:23:00,69,66.73,Completed
JT11001243,JT11001243-1,WO701088,AP9001243,5134,1008,CSP2,PCGROUND,N,N,,Y,N,1,2026-04-13T08:09:00,2026-04-13T08:37:00,28,442.11,Completed
JT11001244,JT11001244-1,WO701089,AP9001244,5117,1007,CSP2,PCTILE,N,N,,Y,N,1,2026-04-13T12:02:00,2026-04-13T12:36:00,34,203.60,Completed
JT11001245,JT11001245-1,WO701090,AP9001245,5110,1009,CSP2,PCELEC,N,N,,Y,N,1,2026-04-13T11:59:00,2026-04-13T12:56:00,57,235.16,Completed
JT11001246,JT11001246-1,WO701091,AP9001246,5183,1006,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-13T11:55:00,2026-04-13T12:59:00,64,272.25,Completed
JT11001247,JT11001247-1,WO701092,AP9001247,5131,1008,CSP2,PCBRICK,N,N,,Y,N,1,2026-04-13T07:52:00,2026-04-13T08:17:00,25,264.52,Completed
JT11001248,JT11001248-1,WO701094,AP9001248,5162,1006,CSP2,PCPLUMB,N,N,,Y,N,1,2026-04-13T07:54:00,2026-04-13T08:47:00,53,242.16,Completed
JT11001249,JT11001249-1,WO701095,AP9001249,5151,1009,CSP2,PCGROUND,N,N,,Y,N,1,2026-04-13T08:12:00,2026-04-13T09:30:00,78,391.20,Completed
JT11001250,JT11001250-1,WO701096,AP9001250,5153,1009,CSP2,PCGROUND,N,N,,Y,N,1,2026-04-13T08:20:00,2026-04-13T10:03:00,103,429.51,Completed
JT11001251,JT11001251-1,WO701097,AP9001251,5105,1008,CSP2,PCBRICK,N,N,,Y,N,1,2026-04-13T12:00:00,2026-04-13T13:43:00,103,303.17,Completed
JT11001252,JT11001252-1,WO701098,AP9001252,5128,1009,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-13T12:02:00,2026-04-13T13:56:00,114,194.05,Completed
JT11001253,JT11001253-1,WO701099,AP9001253,5199,1007,CSP2,PCFENCE,N,N,,Y,N,1,2026-04-13T07:50:00,2026-04-13T09:25:00,95,356.32,Completed
JT11001254,JT11001254-1,WO701100,AP9001254,5192,1007,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-13T07:50:00,2026-04-13T08:48:00,58,230.34,Completed
JT11001255,JT11001255-1,WO701101,AP9001255,5264,1012,CSP4,PCCARP,N,N,,Y,N,1,2026-04-13T08:13:00,2026-04-13T10:07:00,114,155.08,Completed
JT11001256,JT11001256-1,WO701102,AP9001256,5212,1012,CSP4,PCELEC,N,N,,Y,N,1,2026-04-13T11:51:00,2026-04-13T12:28:00,37,292.22,Completed
JT11001257,JT11001257-1,WO701103,AP9001257,5212,1011,CSP4,PCCARP,N,N,,Y,N,1,2026-04-13T08:01:00,2026-04-13T08:58:00,57,172.19,Completed
JT11001258,JT11001258-1,WO701104,AP9001258,5257,1013,CSP4,PCPLAST,N,N,,Y,N,1,2026-04-13T07:58:00,2026-04-13T08:26:00,28,217.54,Completed
JT11001259,JT11001259-1,WO701105,AP9001259,5280,1012,CSP4,PCPLAST,N,N,,Y,N,1,2026-04-13T08:08:00,2026-04-13T09:09:00,61,189.66,Completed
JT11001260,JT11001260-1,WO701107,AP9001260,5232,1011,CSP4,PCGROUND,N,N,,Y,N,1,2026-04-13T08:17:00,2026-04-13T09:15:00,58,477.46,Completed
JT11001261,JT11001261-1,WO701108,AP9001261,5229,1014,CSP4,PCVINYL,N,N,,Y,N,1,2026-04-13T07:54:00,2026-04-13T09:06:00,72,232.08,Completed
JT11001262,JT11001262-1,WO701109,AP9001262,5260,1013,CSP4,PCCARP,N,N,,Y,N,1,2026-04-13T07:54:00,2026-04-13T09:43:00,109,158.53,Completed
JT11001263,JT11001263-1,WO701110,AP9001263,5241,1012,CSP4,PCFENCE,N,Y,Planned referral required,N,N,1,2026-04-13T08:16:00,2026-04-13T09:05:00,49,127.60,Completed
JT11001264,JT11001264-1,WO701110,AP9001264,5241,1012,CSP4,PCFENCE,N,N,,Y,Y,2,2026-04-15T08:19:00,2026-04-15T09:06:00,47,127.60,Completed
JT11001265,JT11001265-1,WO701111,AP9001265,5270,1011,CSP4,PCPLAST,N,N,,Y,N,1,2026-04-13T07:55:00,2026-04-13T09:04:00,69,208.21,Completed
JT11001266,JT11001266-1,WO701112,AP9001266,5249,1014,CSP4,PCPLUMB,N,N,,Y,N,1,2026-04-13T11:51:00,2026-04-13T12:11:00,20,235.98,Completed
JT11001267,JT11001267-1,WO701113,AP9001267,5203,1014,CSP4,PCVINYL,N,N,,Y,N,1,2026-04-13T07:56:00,2026-04-13T10:01:00,125,244.63,Completed
JT11001268,JT11001268-1,WO701115,AP9001268,5255,1014,CSP4,PCFENCE,N,N,,Y,N,1,2026-04-13T11:53:00,2026-04-13T12:55:00,62,322.64,Completed
JT11001269,JT11001269-1,WO701116,AP9001269,5289,1011,CSP4,PCPLAST,N,N,,Y,N,1,2026-04-13T08:00:00,2026-04-13T08:44:00,44,171.35,Completed
JT11001270,JT11001270-1,WO701117,AP9001270,5277,1014,CSP4,PCTILE,N,N,,Y,N,1,2026-04-13T11:51:00,2026-04-13T13:12:00,81,193.55,Completed
JT11001271,JT11001271-1,WO701118,AP9001271,5294,1013,CSP4,PCFENCE,N,Y,Works not required,N,N,1,2026-04-13T08:06:00,2026-04-13T09:29:00,83,140.07,Completed
JT11001272,JT11001272-1,WO701118,AP9001272,5294,1013,CSP4,PCFENCE,N,N,,Y,Y,2,2026-04-15T07:56:00,2026-04-15T08:31:00,35,140.07,Completed
JT11001273,JT11001273-1,WO701119,AP9001273,5287,1012,CSP4,PCVINYL,Y,N,,N,N,1,2026-04-13T12:12:00,2026-04-13T12:45:00,33,96.38,No Access
JT11001274,JT11001274-1,WO701119,AP9001274,5287,1012,CSP4,PCVINYL,N,N,,Y,Y,2,2026-04-15T08:02:00,2026-04-15T09:34:00,92,96.38,Completed
JT11001275,JT11001275-1,WO701120,AP9001275,5282,1011,CSP4,PCCARP,Y,N,,N,N,1,2026-04-13T08:06:00,2026-04-13T09:18:00,72,99.79,No Access
JT11001276,JT11001276-1,WO701120,AP9001276,5282,1011,CSP4,PCCARP,N,N,,Y,Y,2,2026-04-15T08:08:00,2026-04-15T09:51:00,103,99.79,Completed
JT11001277,JT11001277-1,WO701121,AP9001277,5249,1013,CSP4,PCTILE,N,N,,Y,N,1,2026-04-13T12:19:00,2026-04-13T13:43:00,84,157.73,Completed
JT11001278,JT11001278-1,WO701122,AP9001278,5203,1013,CSP4,PCBRICK,Y,N,,N,N,1,2026-04-13T08:15:00,2026-04-13T10:12:00,117,120.42,No Access
JT11001279,JT11001279-1,WO701122,AP9001279,5203,1013,CSP4,PCBRICK,N,N,,Y,Y,2,2026-04-15T08:02:00,2026-04-15T09:24:00,82,120.42,Completed
JT11001280,JT11001280-1,WO701123,AP9001280,5053,1003,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-14T08:14:00,2026-04-14T09:41:00,87,272.60,Completed
JT11001281,JT11001281-1,WO701124,AP9001281,5059,1002,CSP1,PCVINYL,N,N,,Y,N,1,2026-04-14T12:13:00,2026-04-14T13:44:00,91,209.69,Completed
JT11001282,JT11001282-1,WO701125,AP9001282,5089,1003,CSP1,PCVINYL,N,N,,Y,N,1,2026-04-14T11:55:00,2026-04-14T12:15:00,20,217.91,Completed
JT11001283,JT11001283-1,WO701126,AP9001283,5084,1002,CSP1,PCPLUMB,N,N,,Y,N,1,2026-04-14T08:14:00,2026-04-14T09:28:00,74,179.59,Completed
JT11001284,JT11001284-1,WO701127,AP9001284,5082,1002,CSP1,PCELEC,N,N,,Y,N,1,2026-04-14T07:57:00,2026-04-14T09:27:00,90,307.37,Completed
JT11001285,JT11001285-1,WO701128,AP9001285,5059,1001,CSP1,PCGROUND,N,Y,Tenant requesting extra work,N,N,1,2026-04-14T12:08:00,2026-04-14T13:24:00,76,194.51,Completed
JT11001286,JT11001286-1,WO701128,AP9001286,5059,1001,CSP1,PCGROUND,N,N,,Y,Y,2,2026-04-16T08:09:00,2026-04-16T09:27:00,78,194.51,Completed
JT11001287,JT11001287-1,WO701129,AP9001287,5060,1004,CSP1,PCVINYL,N,N,,Y,N,1,2026-04-14T11:55:00,2026-04-14T13:23:00,88,221.83,Completed
JT11001288,JT11001288-1,WO701130,AP9001288,5037,1004,CSP1,PCBRICK,N,N,,Y,N,1,2026-04-14T07:58:00,2026-04-14T08:49:00,51,315.34,Completed
JT11001289,JT11001289-1,WO701131,AP9001289,5005,1003,CSP1,PCPLUMB,N,Y,Tenant requesting extra work,N,N,1,2026-04-14T08:20:00,2026-04-14T09:24:00,64,93.55,Completed
JT11001290,JT11001290-1,WO701131,AP9001290,5005,1003,CSP1,PCPLUMB,N,N,,Y,Y,2,2026-04-16T08:05:00,2026-04-16T09:32:00,87,93.55,Completed
JT11001291,JT11001291-1,WO701133,AP9001291,5074,1001,CSP1,PCVINYL,Y,N,,N,N,1,2026-04-14T08:12:00,2026-04-14T09:28:00,76,119.91,No Access
JT11001292,JT11001292-1,WO701133,AP9001292,5074,1001,CSP1,PCVINYL,N,N,,Y,Y,2,2026-04-16T08:14:00,2026-04-16T09:38:00,84,119.91,Completed
JT11001293,JT11001293-1,WO701134,AP9001293,5030,1002,CSP1,PCCARP,N,N,,Y,N,1,2026-04-14T08:01:00,2026-04-14T09:18:00,77,138.28,Completed
JT11001294,JT11001294-1,WO701135,AP9001294,5081,1002,CSP1,PCBRICK,N,N,,Y,N,1,2026-04-14T12:16:00,2026-04-14T13:00:00,44,344.42,Completed
JT11001295,JT11001295-1,WO701136,AP9001295,5081,1001,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-14T07:57:00,2026-04-14T09:10:00,73,196.45,Completed
JT11001296,JT11001296-1,WO701137,AP9001296,5059,1001,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-14T07:54:00,2026-04-14T09:10:00,76,339.71,Completed
JT11001297,JT11001297-1,WO701139,AP9001297,5075,1001,CSP1,PCCARP,N,N,,Y,N,1,2026-04-14T12:02:00,2026-04-14T13:14:00,72,196.45,Completed
JT11001298,JT11001298-1,WO701141,AP9001298,5010,1004,CSP1,PCELEC,N,N,,Y,N,1,2026-04-14T08:05:00,2026-04-14T09:31:00,86,307.39,Completed
JT11001299,JT11001299-1,WO701142,AP9001299,5058,1002,CSP1,PCPLAST,N,Y,Inspection required,N,N,1,2026-04-14T11:59:00,2026-04-14T13:03:00,64,78.56,Completed
JT11001300,JT11001300-1,WO701142,AP9001300,5058,1002,CSP1,PCPLAST,N,N,,Y,Y,2,2026-04-16T11:50:00,2026-04-16T12:26:00,36,78.56,Completed
JT11001301,JT11001301-1,WO701143,AP9001301,5016,1003,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-14T08:04:00,2026-04-14T09:28:00,84,277.03,Completed
JT11001302,JT11001302-1,WO701144,AP9001302,5033,1004,CSP1,PCCARP,N,N,,Y,N,1,2026-04-14T07:54:00,2026-04-14T09:26:00,92,173.82,Completed
JT11001303,JT11001303-1,WO701145,AP9001303,5147,1006,CSP2,PCCARP,Y,N,,N,N,1,2026-04-14T08:17:00,2026-04-14T10:05:00,108,115.66,No Access
JT11001304,JT11001304-1,WO701145,AP9001304,5147,1006,CSP2,PCCARP,N,N,,Y,Y,2,2026-04-16T07:50:00,2026-04-16T08:36:00,46,115.66,Completed
JT11001305,JT11001305-1,WO701146,AP9001305,5135,1008,CSP2,PCBRICK,N,N,,Y,N,1,2026-04-14T12:12:00,2026-04-14T13:49:00,97,239.20,Completed
JT11001306,JT11001306-1,WO701147,AP9001306,5164,1007,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-14T07:53:00,2026-04-14T09:22:00,89,246.30,Completed
JT11001307,JT11001307-1,WO701148,AP9001307,5192,1008,CSP2,PCBRICK,N,N,,Y,N,1,2026-04-14T11:53:00,2026-04-14T13:22:00,89,414.83,Completed
JT11001308,JT11001308-1,WO701149,AP9001308,5163,1009,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-14T08:18:00,2026-04-14T09:24:00,66,169.37,Completed
JT11001309,JT11001309-1,WO701150,AP9001309,5155,1008,CSP2,PCTILE,N,N,,Y,N,1,2026-04-14T12:20:00,2026-04-14T12:45:00,25,131.48,Completed
JT11001310,JT11001310-1,WO701151,AP9001310,5166,1007,CSP2,PCBRICK,N,N,,Y,N,1,2026-04-14T12:09:00,2026-04-14T13:50:00,101,298.27,Completed
JT11001311,JT11001311-1,WO701152,AP9001311,5115,1006,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-14T12:18:00,2026-04-14T13:24:00,66,210.90,Completed
JT11001312,JT11001312-1,WO701153,AP9001312,5148,1008,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-14T08:06:00,2026-04-14T09:25:00,79,147.06,Completed
JT11001313,JT11001313-1,WO701154,AP9001313,5173,1006,CSP2,PCFENCE,N,N,,Y,N,1,2026-04-14T08:16:00,2026-04-14T09:50:00,94,314.03,Completed
JT11001314,JT11001314-1,WO701155,AP9001314,5172,1007,CSP2,PCBRICK,N,N,,Y,N,1,2026-04-14T12:12:00,2026-04-14T12:58:00,46,375.13,Completed
JT11001315,JT11001315-1,WO701157,AP9001315,5136,1007,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-14T12:07:00,2026-04-14T13:26:00,79,254.46,Completed
JT11001316,JT11001316-1,WO701158,AP9001316,5137,1006,CSP2,PCPLUMB,N,N,,Y,N,1,2026-04-14T11:55:00,2026-04-14T13:31:00,96,221.37,Completed
JT11001317,JT11001317-1,WO701159,AP9001317,5152,1008,CSP2,PCPLUMB,N,N,,Y,N,1,2026-04-14T12:14:00,2026-04-14T13:20:00,66,246.68,Completed
JT11001318,JT11001318-1,WO701160,AP9001318,5154,1008,CSP2,PCBRICK,Y,N,,N,N,1,2026-04-14T12:08:00,2026-04-14T13:37:00,89,183.88,No Access
JT11001319,JT11001319-1,WO701160,AP9001319,5154,1008,CSP2,PCBRICK,N,N,,Y,Y,2,2026-04-16T07:55:00,2026-04-16T08:56:00,61,183.88,Completed
JT11001320,JT11001320-1,WO701161,AP9001320,5107,1007,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-14T12:16:00,2026-04-14T13:47:00,91,135.76,Completed
JT11001321,JT11001321-1,WO701162,AP9001321,5148,1009,CSP2,PCCARP,N,N,,Y,N,1,2026-04-14T08:08:00,2026-04-14T09:59:00,111,258.75,Completed
JT11001322,JT11001322-1,WO701164,AP9001322,5189,1009,CSP2,PCPLUMB,N,N,,Y,N,1,2026-04-14T08:12:00,2026-04-14T09:36:00,84,250.93,Completed
JT11001323,JT11001323-1,WO701165,AP9001323,5189,1006,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-14T08:09:00,2026-04-14T09:08:00,59,209.98,Completed
JT11001324,JT11001324-1,WO701166,AP9001324,5119,1008,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-14T12:13:00,2026-04-14T13:52:00,99,211.03,Completed
JT11001325,JT11001325-1,WO701167,AP9001325,5236,1012,CSP4,PCFENCE,N,Y,Weather condition,N,N,1,2026-04-14T08:02:00,2026-04-14T09:13:00,71,161.04,Completed
JT11001326,JT11001326-1,WO701167,AP9001326,5236,1012,CSP4,PCFENCE,N,N,,Y,Y,2,2026-04-16T08:09:00,2026-04-16T09:45:00,96,161.04,Completed
JT11001327,JT11001327-1,WO701168,AP9001327,5272,1011,CSP4,PCTILE,N,N,,Y,N,1,2026-04-14T08:14:00,2026-04-14T09:34:00,80,149.29,Completed
JT11001328,JT11001328-1,WO701169,AP9001328,5228,1014,CSP4,PCPLUMB,N,N,,Y,N,1,2026-04-14T07:59:00,2026-04-14T09:44:00,105,258.78,Completed
JT11001329,JT11001329-1,WO701170,AP9001329,5276,1014,CSP4,PCGROUND,N,N,,Y,N,1,2026-04-14T07:53:00,2026-04-14T09:00:00,67,305.93,Completed
JT11001330,JT11001330-1,WO701171,AP9001330,5214,1013,CSP4,PCPLAST,N,Y,Scaffolding required,N,N,1,2026-04-14T11:56:00,2026-04-14T13:37:00,101,84.05,Completed
JT11001331,JT11001331-1,WO701171,AP9001331,5214,1013,CSP4,PCPLAST,N,N,,Y,Y,2,2026-04-16T08:02:00,2026-04-16T09:15:00,73,84.05,Completed
JT11001332,JT11001332-1,WO701172,AP9001332,5225,1013,CSP4,PCCARP,N,N,,Y,N,1,2026-04-14T11:58:00,2026-04-14T13:02:00,64,167.24,Completed
JT11001333,JT11001333-1,WO701173,AP9001333,5260,1014,CSP4,PCCARP,N,Y,Re-directed work,N,N,1,2026-04-14T08:11:00,2026-04-14T09:26:00,75,93.60,Completed
JT11001334,JT11001334-1,WO701173,AP9001334,5260,1014,CSP4,PCCARP,N,N,,Y,Y,2,2026-04-16T08:01:00,2026-04-16T08:50:00,49,93.60,Completed
JT11001335,JT11001335-1,WO701174,AP9001335,5258,1011,CSP4,PCFENCE,N,N,,Y,N,1,2026-04-14T08:01:00,2026-04-14T09:32:00,91,307.57,Completed
JT11001336,JT11001336-1,WO701175,AP9001336,5256,1011,CSP4,PCGROUND,N,N,,Y,N,1,2026-04-14T08:04:00,2026-04-14T08:41:00,37,471.55,Completed
JT11001337,JT11001337-1,WO701176,AP9001337,5255,1012,CSP4,PCTILE,N,N,,Y,N,1,2026-04-14T08:16:00,2026-04-14T10:04:00,108,198.86,Completed
JT11001338,JT11001338-1,WO701177,AP9001338,5214,1011,CSP4,PCPLUMB,N,N,,Y,N,1,2026-04-14T08:04:00,2026-04-14T09:46:00,102,300.74,Completed
JT11001339,JT11001339-1,WO701178,AP9001339,5231,1014,CSP4,PCCARP,N,N,,Y,N,1,2026-04-14T07:59:00,2026-04-14T09:37:00,98,148.65,Completed
JT11001340,JT11001340-1,WO701179,AP9001340,5229,1014,CSP4,PCBRICK,N,N,,Y,N,1,2026-04-14T08:00:00,2026-04-14T09:11:00,71,358.82,Completed
JT11001341,JT11001341-1,WO701180,AP9001341,5294,1012,CSP4,PCPLUMB,N,Y,Scaffolding required,N,N,1,2026-04-14T07:57:00,2026-04-14T09:09:00,72,95.42,Completed
JT11001342,JT11001342-1,WO701180,AP9001342,5294,1012,CSP4,PCPLUMB,N,N,,Y,Y,2,2026-04-16T07:57:00,2026-04-16T09:38:00,101,95.42,Completed
JT11001343,JT11001343-1,WO701181,AP9001343,5289,1014,CSP4,PCTILE,N,N,,Y,N,1,2026-04-14T12:10:00,2026-04-14T13:08:00,58,217.06,Completed
JT11001344,JT11001344-1,WO701182,AP9001344,5202,1014,CSP4,PCELEC,Y,N,,N,N,1,2026-04-14T08:15:00,2026-04-14T09:36:00,81,120.28,No Access
JT11001345,JT11001345-1,WO701182,AP9001345,5202,1014,CSP4,PCELEC,N,N,,Y,Y,2,2026-04-16T08:07:00,2026-04-16T09:36:00,89,120.28,Completed
JT11001346,JT11001346-1,WO701184,AP9001346,5203,1014,CSP4,PCBRICK,N,N,,Y,N,1,2026-04-14T12:19:00,2026-04-14T13:27:00,68,220.52,Completed
JT11001347,JT11001347-1,WO701185,AP9001347,5295,1013,CSP4,PCFENCE,N,N,,Y,N,1,2026-04-14T08:09:00,2026-04-14T09:53:00,104,338.13,Completed
JT11001348,JT11001348-1,WO701186,AP9001348,5202,1014,CSP4,PCFENCE,N,N,,Y,N,1,2026-04-14T11:56:00,2026-04-14T13:14:00,78,181.78,Completed
JT11001349,JT11001349-1,WO701187,AP9001349,5277,1013,CSP4,PCELEC,N,N,,Y,N,1,2026-04-14T08:09:00,2026-04-14T09:26:00,77,276.86,Completed
JT11001350,JT11001350-1,WO701188,AP9001350,5285,1012,CSP4,PCPLAST,N,N,,Y,N,1,2026-04-14T08:03:00,2026-04-14T09:10:00,67,103.25,Completed
JT11001351,JT11001351-1,WO701189,AP9001351,5096,1002,CSP1,PCCARP,N,N,,Y,N,1,2026-04-15T08:06:00,2026-04-15T09:03:00,57,196.26,Completed
JT11001352,JT11001352-1,WO701190,AP9001352,5070,1004,CSP1,PCELEC,N,N,,Y,N,1,2026-04-15T11:50:00,2026-04-15T12:17:00,27,330.23,Completed
JT11001353,JT11001353-1,WO701191,AP9001353,5051,1003,CSP1,PCVINYL,N,N,,Y,N,1,2026-04-15T08:00:00,2026-04-15T09:42:00,102,232.25,Completed
JT11001354,JT11001354-1,WO701192,AP9001354,5079,1002,CSP1,PCCARP,N,N,,Y,N,1,2026-04-15T08:16:00,2026-04-15T08:51:00,35,263.11,Completed
JT11001355,JT11001355-1,WO701193,AP9001355,5088,1004,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-15T07:58:00,2026-04-15T08:53:00,55,162.67,Completed
JT11001356,JT11001356-1,WO701194,AP9001356,5037,1001,CSP1,PCCARP,N,N,,Y,N,1,2026-04-15T08:17:00,2026-04-15T09:06:00,49,239.27,Completed
JT11001357,JT11001357-1,WO701195,AP9001357,5063,1004,CSP1,PCBRICK,N,N,,Y,N,1,2026-04-15T08:03:00,2026-04-15T09:05:00,62,329.67,Completed
JT11001358,JT11001358-1,WO701196,AP9001358,5065,1001,CSP1,PCGROUND,N,N,,Y,N,1,2026-04-15T12:14:00,2026-04-15T13:39:00,85,503.67,Completed
JT11001359,JT11001359-1,WO701197,AP9001359,5011,1001,CSP1,PCBRICK,N,N,,Y,N,1,2026-04-15T11:56:00,2026-04-15T13:41:00,105,406.77,Completed
JT11001360,JT11001360-1,WO701198,AP9001360,5052,1001,CSP1,PCCARP,N,N,,Y,N,1,2026-04-15T08:08:00,2026-04-15T09:11:00,63,218.74,Completed
JT11001361,JT11001361-1,WO701199,AP9001361,5042,1002,CSP1,PCPLAST,Y,N,,N,N,1,2026-04-15T11:53:00,2026-04-15T12:43:00,50,106.03,No Access
JT11001362,JT11001362-1,WO701199,AP9001362,5042,1002,CSP1,PCPLAST,N,N,,Y,Y,2,2026-04-17T12:20:00,2026-04-17T13:25:00,65,106.03,Completed
JT11001363,JT11001363-1,WO701200,AP9001363,5039,1002,CSP1,PCELEC,N,Y,Follow on planned inspection/measure,N,N,1,2026-04-15T08:04:00,2026-04-15T08:25:00,21,146.24,Completed
JT11001364,JT11001364-1,WO701200,AP9001364,5039,1002,CSP1,PCELEC,N,N,,Y,Y,2,2026-04-17T08:07:00,2026-04-17T09:36:00,89,146.24,Completed
JT11001365,JT11001365-1,WO701201,AP9001365,5065,1003,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-15T07:58:00,2026-04-15T09:28:00,90,266.55,Completed
JT11001366,JT11001366-1,WO701202,AP9001366,5004,1002,CSP1,PCVINYL,N,N,,Y,N,1,2026-04-15T08:12:00,2026-04-15T09:56:00,104,169.19,Completed
JT11001367,JT11001367-1,WO701203,AP9001367,5080,1002,CSP1,PCGROUND,N,N,,Y,N,1,2026-04-15T08:11:00,2026-04-15T09:34:00,83,336.34,Completed
JT11001368,JT11001368-1,WO701204,AP9001368,5001,1001,CSP1,PCELEC,N,N,,Y,N,1,2026-04-15T07:59:00,2026-04-15T08:19:00,20,243.33,Completed
JT11001369,JT11001369-1,WO701205,AP9001369,5084,1004,CSP1,PCCARP,N,N,,Y,N,1,2026-04-15T11:50:00,2026-04-15T13:38:00,108,160.16,Completed
JT11001370,JT11001370-1,WO701206,AP9001370,5016,1003,CSP1,PCGROUND,N,N,,Y,N,1,2026-04-15T08:04:00,2026-04-15T09:17:00,73,400.33,Completed
